Date,Invoice Number,Customer ID,Product ID,Units Sold,Gross,Sales Tax,Net,Net
23-Oct-17,Inv01148,Cus0210,Pro145,22,87.78,20.19,107.97,108.97
23-Oct-17,Inv01149,Cus0201,Pro154,15,74.85,17.22,92.07,93.07
23-Oct-17,Inv01150,Cus0204,Pro149,10,42.5,9.78,52.28,53.28
23-Oct-17,Inv01151,Cus0206,Pro146,26,45.5,10.47,55.97,56.97
23-Oct-17,Inv01152,Cus0204,Pro149,21,89.25,20.53,109.78,110.78
23-Oct-17,Inv01153,Cus0200,Pro149,16,68,15.64,83.64,84.64
23-Oct-17,Inv01154,Cus0205,Pro153,20,139.8,32.15,171.95,172.95
23-Oct-17,Inv01155,Cus0203,Pro147,6,10.5,2.42,12.92,13.92
23-Oct-17,Inv01156,Cus0209,Pro146,19,33.25,7.65,40.9,41.9
23-Oct-17,Inv01157,Cus0206,Pro153,10,69.9,16.08,85.98,86.98
23-Oct-17,Inv01158,Cus0202,Pro154,6,29.94,6.89,36.83,37.83
24-Oct-17,Inv01159,Cus0208,Pro150,5,26.25,6.04,32.29,33.29
24-Oct-17,Inv01160,Cus0200,Pro145,14,55.86,12.85,68.71,69.71
24-Oct-17,Inv01161,Cus0205,Pro154,24,119.76,27.54,147.3,148.3
24-Oct-17,Inv01162,Cus0210,Pro154,21,104.79,24.1,128.89,129.89
24-Oct-17,Inv01163,Cus0201,Pro146,5,8.75,2.01,10.76,11.76
24-Oct-17,Inv01164,Cus0206,Pro153,11,76.89,17.68,94.57,95.57
24-Oct-17,Inv01165,Cus0201,Pro148,25,87.25,20.07,107.32,108.32
24-Oct-17,Inv01166,Cus0210,Pro154,8,39.92,9.18,49.1,50.1
24-Oct-17,Inv01167,Cus0204,Pro146,2,3.5,0.81,4.31,5.31
24-Oct-17,Inv01168,Cus0210,Pro145,4,15.96,3.67,19.63,20.63
24-Oct-17,Inv01169,Cus0205,Pro147,20,35,8.05,43.05,44.05
24-Oct-17,Inv01170,Cus0208,Pro145,20,79.8,18.35,98.15,99.15
24-Oct-17,Inv01171,Cus0205,Pro149,7,29.75,6.84,36.59,37.59
24-Oct-17,Inv01172,Cus0207,Pro152,12,17.88,4.11,21.99,22.99
24-Oct-17,Inv01173,Cus0200,Pro153,17,118.83,27.33,146.16,147.16
24-Oct-17,Inv01174,Cus0204,Pro149,24,102,23.46,125.46,126.46
24-Oct-17,Inv01175,Cus0201,Pro152,14,20.86,4.8,25.66,26.66
24-Oct-17,Inv01176,Cus0200,Pro153,27,188.73,43.41,232.14,233.14
24-Oct-17,Inv01177,Cus0207,Pro151,22,60.5,13.92,74.42,75.42
24-Oct-17,Inv01178,Cus0201,Pro146,27,47.25,10.87,58.12,59.12
24-Oct-17,Inv01179,Cus0207,Pro154,15,74.85,17.22,92.07,93.07
24-Oct-17,Inv01180,Cus0205,Pro154,3,14.97,3.44,18.41,19.41
24-Oct-17,Inv01181,Cus0201,Pro153,8,55.92,12.86,68.78,69.78
24-Oct-17,Inv01182,Cus0207,Pro149,13,55.25,12.71,67.96,68.96
24-Oct-17,Inv01183,Cus0203,Pro154,18,89.82,20.66,110.48,111.48
24-Oct-17,Inv01184,Cus0201,Pro147,3,5.25,1.21,6.46,7.46
24-Oct-17,Inv01185,Cus0210,Pro153,20,139.8,32.15,171.95,172.95
24-Oct-17,Inv01186,Cus0210,Pro151,10,27.5,6.33,33.83,34.83
24-Oct-17,Inv01187,Cus0201,Pro154,25,124.75,28.69,153.44,154.44
24-Oct-17,Inv01188,Cus0203,Pro145,25,99.75,22.94,122.69,123.69
24-Oct-17,Inv01189,Cus0200,Pro145,25,99.75,22.94,122.69,123.69
24-Oct-17,Inv01190,Cus0205,Pro149,26,110.5,25.42,135.92,136.92
24-Oct-17,Inv01191,Cus0201,Pro149,20,85,19.55,104.55,105.55
24-Oct-17,Inv01192,Cus0203,Pro152,2,2.98,0.69,3.67,4.67
24-Oct-17,Inv01193,Cus0203,Pro146,14,24.5,5.64,30.14,31.14
24-Oct-17,Inv01194,Cus0206,Pro150,21,110.25,25.36,135.61,136.61
24-Oct-17,Inv01195,Cus0209,Pro152,21,31.29,7.2,38.49,39.49
25-Oct-17,Inv01196,Cus0210,Pro150,12,63,14.49,77.49,78.49
25-Oct-17,Inv01197,Cus0206,Pro149,5,21.25,4.89,26.14,27.14
25-Oct-17,Inv01198,Cus0208,Pro154,26,129.74,29.84,159.58,160.58
25-Oct-17,Inv01199,Cus0205,Pro154,13,64.87,14.92,79.79,80.79
25-Oct-17,Inv01200,Cus0201,Pro153,4,27.96,6.43,34.39,35.39
25-Oct-17,Inv01201,Cus0200,Pro145,10,39.9,9.18,49.08,50.08
25-Oct-17,Inv01202,Cus0203,Pro149,13,55.25,12.71,67.96,68.96
25-Oct-17,Inv01203,Cus0200,Pro147,17,29.75,6.84,36.59,37.59
25-Oct-17,Inv01204,Cus0210,Pro153,3,20.97,4.82,25.79,26.79
25-Oct-17,Inv01205,Cus0210,Pro147,13,22.75,5.23,27.98,28.98
25-Oct-17,Inv01206,Cus0200,Pro147,20,35,8.05,43.05,44.05
25-Oct-17,Inv01207,Cus0203,Pro153,10,69.9,16.08,85.98,86.98
25-Oct-17,Inv01208,Cus0204,Pro154,10,49.9,11.48,61.38,62.38
25-Oct-17,Inv01209,Cus0206,Pro152,7,10.43,2.4,12.83,13.83
25-Oct-17,Inv01210,Cus0210,Pro145,12,47.88,11.01,58.89,59.89
25-Oct-17,Inv01211,Cus0207,Pro153,25,174.75,40.19,214.94,215.94
25-Oct-17,Inv01212,Cus0201,Pro152,15,22.35,5.14,27.49,28.49
25-Oct-17,Inv01213,Cus0200,Pro154,13,64.87,14.92,79.79,80.79
25-Oct-17,Inv01214,Cus0206,Pro151,27,74.25,17.08,91.33,92.33
25-Oct-17,Inv01215,Cus0205,Pro148,4,13.96,3.21,17.17,18.17
25-Oct-17,Inv01216,Cus0206,Pro154,13,64.87,14.92,79.79,80.79
25-Oct-17,Inv01217,Cus0210,Pro146,2,3.5,0.81,4.31,5.31
25-Oct-17,Inv01218,Cus0206,Pro145,20,79.8,18.35,98.15,99.15
25-Oct-17,Inv01219,Cus0208,Pro149,4,17,3.91,20.91,21.91
25-Oct-17,Inv01220,Cus0207,Pro150,2,10.5,2.42,12.92,13.92
25-Oct-17,Inv01221,Cus0205,Pro147,21,36.75,8.45,45.2,46.2
25-Oct-17,Inv01222,Cus0205,Pro150,17,89.25,20.53,109.78,110.78
25-Oct-17,Inv01223,Cus0202,Pro149,9,38.25,8.8,47.05,48.05
25-Oct-17,Inv01224,Cus0200,Pro154,22,109.78,25.25,135.03,136.03
25-Oct-17,Inv01225,Cus0208,Pro147,18,31.5,7.25,38.75,39.75
25-Oct-17,Inv01226,Cus0204,Pro148,13,45.37,10.44,55.81,56.81
25-Oct-17,Inv01227,Cus0203,Pro145,24,95.76,22.02,117.78,118.78
25-Oct-17,Inv01228,Cus0202,Pro152,26,38.74,8.91,47.65,48.65
26-Oct-17,Inv01229,Cus0203,Pro152,18,26.82,6.17,32.99,33.99
26-Oct-17,Inv01230,Cus0205,Pro149,3,12.75,2.93,15.68,16.68
26-Oct-17,Inv01231,Cus0200,Pro149,14,59.5,13.69,73.19,74.19
26-Oct-17,Inv01232,Cus0201,Pro146,16,28,6.44,34.44,35.44
26-Oct-17,Inv01233,Cus0201,Pro149,16,68,15.64,83.64,84.64
26-Oct-17,Inv01234,Cus0205,Pro152,11,16.39,3.77,20.16,21.16
26-Oct-17,Inv01235,Cus0201,Pro150,18,94.5,21.74,116.24,117.24
26-Oct-17,Inv01236,Cus0203,Pro151,7,19.25,4.43,23.68,24.68
26-Oct-17,Inv01237,Cus0200,Pro145,10,39.9,9.18,49.08,50.08
26-Oct-17,Inv01238,Cus0206,Pro151,9,24.75,5.69,30.44,31.44
26-Oct-17,Inv01239,Cus0204,Pro147,14,24.5,5.64,30.14,31.14
26-Oct-17,Inv01240,Cus0209,Pro153,7,48.93,11.25,60.18,61.18
26-Oct-17,Inv01241,Cus0201,Pro145,11,43.89,10.09,53.98,54.98
26-Oct-17,Inv01242,Cus0208,Pro154,3,14.97,3.44,18.41,19.41
26-Oct-17,Inv01243,Cus0210,Pro152,8,11.92,2.74,14.66,15.66
26-Oct-17,Inv01244,Cus0205,Pro149,25,106.25,24.44,130.69,131.69
26-Oct-17,Inv01245,Cus0202,Pro153,9,62.91,14.47,77.38,78.38
26-Oct-17,Inv01246,Cus0203,Pro150,21,110.25,25.36,135.61,136.61
26-Oct-17,Inv01247,Cus0204,Pro154,22,109.78,25.25,135.03,136.03
26-Oct-17,Inv01248,Cus0206,Pro148,23,80.27,18.46,98.73,99.73
26-Oct-17,Inv01249,Cus0207,Pro145,4,15.96,3.67,19.63,20.63
26-Oct-17,Inv01250,Cus0209,Pro150,21,110.25,25.36,135.61,136.61
26-Oct-17,Inv01251,Cus0207,Pro145,24,95.76,22.02,117.78,118.78
26-Oct-17,Inv01252,Cus0200,Pro154,9,44.91,10.33,55.24,56.24
26-Oct-17,Inv01253,Cus0210,Pro150,21,110.25,25.36,135.61,136.61
26-Oct-17,Inv01254,Cus0202,Pro150,16,84,19.32,103.32,104.32
26-Oct-17,Inv01255,Cus0209,Pro149,24,102,23.46,125.46,126.46
26-Oct-17,Inv01256,Cus0204,Pro146,14,24.5,5.64,30.14,31.14
26-Oct-17,Inv01257,Cus0210,Pro145,16,63.84,14.68,78.52,79.52
26-Oct-17,Inv01258,Cus0208,Pro151,3,8.25,1.9,10.15,11.15
26-Oct-17,Inv01259,Cus0210,Pro148,7,24.43,5.62,30.05,31.05
26-Oct-17,Inv01260,Cus0200,Pro148,18,62.82,14.45,77.27,78.27
26-Oct-17,Inv01261,Cus0204,Pro150,8,42,9.66,51.66,52.66
26-Oct-17,Inv01262,Cus0200,Pro147,27,47.25,10.87,58.12,59.12
26-Oct-17,Inv01263,Cus0202,Pro145,17,67.83,15.6,83.43,84.43
26-Oct-17,Inv01264,Cus0202,Pro153,15,104.85,24.12,128.97,129.97
26-Oct-17,Inv01265,Cus0207,Pro154,17,84.83,19.51,104.34,105.34
26-Oct-17,Inv01266,Cus0205,Pro153,10,69.9,16.08,85.98,86.98
26-Oct-17,Inv01267,Cus0200,Pro145,2,7.98,1.84,9.82,10.82
26-Oct-17,Inv01268,Cus0207,Pro148,22,76.78,17.66,94.44,95.44
26-Oct-17,Inv01269,Cus0209,Pro150,22,115.5,26.57,142.07,143.07
26-Oct-17,Inv01270,Cus0202,Pro153,5,34.95,8.04,42.99,43.99
26-Oct-17,Inv01271,Cus0209,Pro146,10,17.5,4.03,21.53,22.53
26-Oct-17,Inv01272,Cus0204,Pro147,3,5.25,1.21,6.46,7.46
26-Oct-17,Inv01273,Cus0201,Pro150,9,47.25,10.87,58.12,59.12
26-Oct-17,Inv01274,Cus0206,Pro152,4,5.96,1.37,7.33,8.33
26-Oct-17,Inv01275,Cus0200,Pro153,9,62.91,14.47,77.38,78.38
26-Oct-17,Inv01276,Cus0204,Pro149,15,63.75,14.66,78.41,79.41
26-Oct-17,Inv01277,Cus0206,Pro152,17,25.33,5.83,31.16,32.16
27-Oct-17,Inv01278,Cus0205,Pro152,8,11.92,2.74,14.66,15.66
27-Oct-17,Inv01279,Cus0204,Pro147,18,31.5,7.25,38.75,39.75
27-Oct-17,Inv01280,Cus0203,Pro146,21,36.75,8.45,45.2,46.2
27-Oct-17,Inv01281,Cus0210,Pro147,12,21,4.83,25.83,26.83
27-Oct-17,Inv01282,Cus0209,Pro151,13,35.75,8.22,43.97,44.97
27-Oct-17,Inv01283,Cus0205,Pro145,25,99.75,22.94,122.69,123.69
27-Oct-17,Inv01284,Cus0210,Pro152,27,40.23,9.25,49.48,50.48
27-Oct-17,Inv01285,Cus0207,Pro150,16,84,19.32,103.32,104.32
27-Oct-17,Inv01286,Cus0202,Pro149,22,93.5,21.51,115.01,116.01
27-Oct-17,Inv01287,Cus0204,Pro147,26,45.5,10.47,55.97,56.97
27-Oct-17,Inv01288,Cus0206,Pro145,16,63.84,14.68,78.52,79.52
27-Oct-17,Inv01289,Cus0205,Pro154,5,24.95,5.74,30.69,31.69
27-Oct-17,Inv01290,Cus0208,Pro154,17,84.83,19.51,104.34,105.34
27-Oct-17,Inv01291,Cus0209,Pro148,17,59.33,13.65,72.98,73.98
27-Oct-17,Inv01292,Cus0210,Pro153,3,20.97,4.82,25.79,26.79
27-Oct-17,Inv01293,Cus0202,Pro151,18,49.5,11.39,60.89,61.89
27-Oct-17,Inv01294,Cus0206,Pro145,7,27.93,6.42,34.35,35.35
27-Oct-17,Inv01295,Cus0206,Pro149,26,110.5,25.42,135.92,136.92
27-Oct-17,Inv01296,Cus0206,Pro148,24,83.76,19.26,103.02,104.02
27-Oct-17,Inv01297,Cus0202,Pro154,26,129.74,29.84,159.58,160.58
27-Oct-17,Inv01298,Cus0208,Pro148,5,17.45,4.01,21.46,22.46
27-Oct-17,Inv01299,Cus0205,Pro149,4,17,3.91,20.91,21.91
27-Oct-17,Inv01300,Cus0204,Pro149,25,106.25,24.44,130.69,131.69
27-Oct-17,Inv01301,Cus0207,Pro147,6,10.5,2.42,12.92,13.92
27-Oct-17,Inv01302,Cus0203,Pro154,3,14.97,3.44,18.41,19.41
27-Oct-17,Inv01303,Cus0203,Pro152,26,38.74,8.91,47.65,48.65
27-Oct-17,Inv01304,Cus0207,Pro154,8,39.92,9.18,49.1,50.1
27-Oct-17,Inv01305,Cus0207,Pro146,13,22.75,5.23,27.98,28.98
27-Oct-17,Inv01306,Cus0203,Pro149,22,93.5,21.51,115.01,116.01
27-Oct-17,Inv01307,Cus0209,Pro154,17,84.83,19.51,104.34,105.34
27-Oct-17,Inv01308,Cus0202,Pro153,25,174.75,40.19,214.94,215.94
27-Oct-17,Inv01309,Cus0205,Pro149,13,55.25,12.71,67.96,68.96
27-Oct-17,Inv01310,Cus0208,Pro150,6,31.5,7.25,38.75,39.75
27-Oct-17,Inv01311,Cus0201,Pro153,5,34.95,8.04,42.99,43.99
27-Oct-17,Inv01312,Cus0203,Pro146,24,42,9.66,51.66,52.66
27-Oct-17,Inv01313,Cus0210,Pro152,7,10.43,2.4,12.83,13.83
27-Oct-17,Inv01314,Cus0204,Pro145,27,107.73,24.78,132.51,133.51
28-Oct-17,Inv01315,Cus0203,Pro148,13,45.37,10.44,55.81,56.81
28-Oct-17,Inv01316,Cus0205,Pro154,22,109.78,25.25,135.03,136.03
28-Oct-17,Inv01317,Cus0201,Pro146,24,42,9.66,51.66,52.66
28-Oct-17,Inv01318,Cus0205,Pro148,11,38.39,8.83,47.22,48.22
28-Oct-17,Inv01319,Cus0210,Pro150,10,52.5,12.08,64.58,65.58
28-Oct-17,Inv01320,Cus0205,Pro148,14,48.86,11.24,60.1,61.1
28-Oct-17,Inv01321,Cus0209,Pro150,7,36.75,8.45,45.2,46.2
28-Oct-17,Inv01322,Cus0204,Pro153,16,111.84,25.72,137.56,138.56
28-Oct-17,Inv01323,Cus0202,Pro147,11,19.25,4.43,23.68,24.68
28-Oct-17,Inv01324,Cus0203,Pro151,23,63.25,14.55,77.8,78.8
28-Oct-17,Inv01325,Cus0203,Pro146,18,31.5,7.25,38.75,39.75
28-Oct-17,Inv01326,Cus0206,Pro152,24,35.76,8.22,43.98,44.98
28-Oct-17,Inv01327,Cus0205,Pro152,24,35.76,8.22,43.98,44.98
28-Oct-17,Inv01328,Cus0208,Pro145,10,39.9,9.18,49.08,50.08
28-Oct-17,Inv01329,Cus0201,Pro147,10,17.5,4.03,21.53,22.53
28-Oct-17,Inv01330,Cus0205,Pro154,10,49.9,11.48,61.38,62.38
28-Oct-17,Inv01331,Cus0208,Pro150,18,94.5,21.74,116.24,117.24
28-Oct-17,Inv01332,Cus0210,Pro146,5,8.75,2.01,10.76,11.76
28-Oct-17,Inv01333,Cus0205,Pro153,24,167.76,38.58,206.34,207.34
28-Oct-17,Inv01334,Cus0209,Pro149,8,34,7.82,41.82,42.82
28-Oct-17,Inv01335,Cus0207,Pro154,4,19.96,4.59,24.55,25.55
28-Oct-17,Inv01336,Cus0208,Pro145,17,67.83,15.6,83.43,84.43
28-Oct-17,Inv01337,Cus0205,Pro148,24,83.76,19.26,103.02,104.02
28-Oct-17,Inv01338,Cus0202,Pro154,16,79.84,18.36,98.2,99.2
28-Oct-17,Inv01339,Cus0209,Pro151,3,8.25,1.9,10.15,11.15
28-Oct-17,Inv01340,Cus0210,Pro152,23,34.27,7.88,42.15,43.15
28-Oct-17,Inv01341,Cus0206,Pro145,19,75.81,17.44,93.25,94.25
28-Oct-17,Inv01342,Cus0200,Pro149,27,114.75,26.39,141.14,142.14
28-Oct-17,Inv01343,Cus0200,Pro151,16,44,10.12,54.12,55.12
28-Oct-17,Inv01344,Cus0208,Pro153,12,83.88,19.29,103.17,104.17
28-Oct-17,Inv01345,Cus0201,Pro148,27,94.23,21.67,115.9,116.9
28-Oct-17,Inv01346,Cus0208,Pro149,15,63.75,14.66,78.41,79.41
28-Oct-17,Inv01347,Cus0208,Pro147,19,33.25,7.65,40.9,41.9
28-Oct-17,Inv01348,Cus0203,Pro148,23,80.27,18.46,98.73,99.73
28-Oct-17,Inv01349,Cus0201,Pro153,16,111.84,25.72,137.56,138.56
28-Oct-17,Inv01350,Cus0207,Pro151,21,57.75,13.28,71.03,72.03
28-Oct-17,Inv01351,Cus0205,Pro152,3,4.47,1.03,5.5,6.5
28-Oct-17,Inv01352,Cus0210,Pro152,19,28.31,6.51,34.82,35.82
28-Oct-17,Inv01353,Cus0200,Pro145,6,23.94,5.51,29.45,30.45
28-Oct-17,Inv01354,Cus0205,Pro147,14,24.5,5.64,30.14,31.14
28-Oct-17,Inv01355,Cus0209,Pro145,4,15.96,3.67,19.63,20.63
28-Oct-17,Inv01356,Cus0205,Pro148,16,55.84,12.84,68.68,69.68
28-Oct-17,Inv01357,Cus0209,Pro146,22,38.5,8.86,47.36,48.36
28-Oct-17,Inv01358,Cus0200,Pro152,9,13.41,3.08,16.49,17.49
28-Oct-17,Inv01359,Cus0209,Pro148,27,94.23,21.67,115.9,116.9
28-Oct-17,Inv01360,Cus0206,Pro150,17,89.25,20.53,109.78,110.78
28-Oct-17,Inv01361,Cus0206,Pro147,16,28,6.44,34.44,35.44
28-Oct-17,Inv01362,Cus0207,Pro145,24,95.76,22.02,117.78,118.78
28-Oct-17,Inv01363,Cus0200,Pro146,6,10.5,2.42,12.92,13.92
28-Oct-17,Inv01364,Cus0204,Pro151,2,5.5,1.27,6.77,7.77
28-Oct-17,Inv01365,Cus0209,Pro153,11,76.89,17.68,94.57,95.57
28-Oct-17,Inv01366,Cus0203,Pro148,16,55.84,12.84,68.68,69.68
29-Oct-17,Inv01367,Cus0208,Pro148,4,13.96,3.21,17.17,18.17
29-Oct-17,Inv01368,Cus0208,Pro152,12,17.88,4.11,21.99,22.99
29-Oct-17,Inv01369,Cus0200,Pro147,4,7,1.61,8.61,9.61
29-Oct-17,Inv01370,Cus0208,Pro151,8,22,5.06,27.06,28.06
29-Oct-17,Inv01371,Cus0201,Pro153,16,111.84,25.72,137.56,138.56
29-Oct-17,Inv01372,Cus0200,Pro145,14,55.86,12.85,68.71,69.71
29-Oct-17,Inv01373,Cus0209,Pro154,10,49.9,11.48,61.38,62.38
29-Oct-17,Inv01374,Cus0205,Pro150,3,15.75,3.62,19.37,20.37
29-Oct-17,Inv01375,Cus0209,Pro151,24,66,15.18,81.18,82.18
29-Oct-17,Inv01376,Cus0204,Pro153,14,97.86,22.51,120.37,121.37
29-Oct-17,Inv01377,Cus0200,Pro145,15,59.85,13.77,73.62,74.62
29-Oct-17,Inv01378,Cus0201,Pro147,26,45.5,10.47,55.97,56.97
29-Oct-17,Inv01379,Cus0203,Pro145,2,7.98,1.84,9.82,10.82
29-Oct-17,Inv01380,Cus0200,Pro146,26,45.5,10.47,55.97,56.97
29-Oct-17,Inv01381,Cus0200,Pro145,9,35.91,8.26,44.17,45.17
29-Oct-17,Inv01382,Cus0203,Pro153,7,48.93,11.25,60.18,61.18
29-Oct-17,Inv01383,Cus0203,Pro152,21,31.29,7.2,38.49,39.49
29-Oct-17,Inv01384,Cus0206,Pro148,17,59.33,13.65,72.98,73.98
29-Oct-17,Inv01385,Cus0207,Pro154,11,54.89,12.62,67.51,68.51
29-Oct-17,Inv01386,Cus0209,Pro154,19,94.81,21.81,116.62,117.62
29-Oct-17,Inv01387,Cus0207,Pro154,20,99.8,22.95,122.75,123.75
29-Oct-17,Inv01388,Cus0209,Pro152,15,22.35,5.14,27.49,28.49
29-Oct-17,Inv01389,Cus0201,Pro147,24,42,9.66,51.66,52.66
29-Oct-17,Inv01390,Cus0201,Pro149,11,46.75,10.75,57.5,58.5
29-Oct-17,Inv01391,Cus0207,Pro146,25,43.75,10.06,53.81,54.81
29-Oct-17,Inv01392,Cus0201,Pro149,17,72.25,16.62,88.87,89.87
29-Oct-17,Inv01393,Cus0200,Pro148,20,69.8,16.05,85.85,86.85
29-Oct-17,Inv01394,Cus0205,Pro145,20,79.8,18.35,98.15,99.15
30-Oct-17,Inv01395,Cus0200,Pro147,5,8.75,2.01,10.76,11.76
30-Oct-17,Inv01396,Cus0204,Pro146,18,31.5,7.25,38.75,39.75
30-Oct-17,Inv01397,Cus0200,Pro153,13,90.87,20.9,111.77,112.77
30-Oct-17,Inv01398,Cus0205,Pro154,21,104.79,24.1,128.89,129.89
30-Oct-17,Inv01399,Cus0206,Pro154,17,84.83,19.51,104.34,105.34
30-Oct-17,Inv01400,Cus0206,Pro148,7,24.43,5.62,30.05,31.05
30-Oct-17,Inv01401,Cus0204,Pro148,21,73.29,16.86,90.15,91.15
30-Oct-17,Inv01402,Cus0203,Pro154,10,49.9,11.48,61.38,62.38
30-Oct-17,Inv01403,Cus0200,Pro150,13,68.25,15.7,83.95,84.95
30-Oct-17,Inv01404,Cus0210,Pro146,8,14,3.22,17.22,18.22
30-Oct-17,Inv01405,Cus0207,Pro145,13,51.87,11.93,63.8,64.8
30-Oct-17,Inv01406,Cus0203,Pro153,15,104.85,24.12,128.97,129.97
30-Oct-17,Inv01407,Cus0206,Pro154,15,74.85,17.22,92.07,93.07
30-Oct-17,Inv01408,Cus0209,Pro147,26,45.5,10.47,55.97,56.97
30-Oct-17,Inv01409,Cus0205,Pro151,6,16.5,3.8,20.3,21.3
30-Oct-17,Inv01410,Cus0201,Pro146,17,29.75,6.84,36.59,37.59
30-Oct-17,Inv01411,Cus0205,Pro150,8,42,9.66,51.66,52.66
30-Oct-17,Inv01412,Cus0202,Pro153,6,41.94,9.65,51.59,52.59
30-Oct-17,Inv01413,Cus0209,Pro147,10,17.5,4.03,21.53,22.53
30-Oct-17,Inv01414,Cus0210,Pro148,25,87.25,20.07,107.32,108.32
30-Oct-17,Inv01415,Cus0205,Pro149,16,68,15.64,83.64,84.64
30-Oct-17,Inv01416,Cus0203,Pro150,4,21,4.83,25.83,26.83
30-Oct-17,Inv01417,Cus0208,Pro151,23,63.25,14.55,77.8,78.8
30-Oct-17,Inv01418,Cus0208,Pro147,23,40.25,9.26,49.51,50.51
30-Oct-17,Inv01419,Cus0200,Pro147,27,47.25,10.87,58.12,59.12
30-Oct-17,Inv01420,Cus0200,Pro146,4,7,1.61,8.61,9.61
30-Oct-17,Inv01421,Cus0210,Pro154,25,124.75,28.69,153.44,154.44
30-Oct-17,Inv01422,Cus0208,Pro149,16,68,15.64,83.64,84.64
30-Oct-17,Inv01423,Cus0203,Pro152,8,11.92,2.74,14.66,15.66
30-Oct-17,Inv01424,Cus0201,Pro149,6,25.5,5.87,31.37,32.37
30-Oct-17,Inv01425,Cus0208,Pro146,5,8.75,2.01,10.76,11.76
30-Oct-17,Inv01426,Cus0205,Pro146,13,22.75,5.23,27.98,28.98
30-Oct-17,Inv01427,Cus0203,Pro146,13,22.75,5.23,27.98,28.98
30-Oct-17,Inv01428,Cus0210,Pro150,13,68.25,15.7,83.95,84.95
30-Oct-17,Inv01429,Cus0205,Pro145,17,67.83,15.6,83.43,84.43
30-Oct-17,Inv01430,Cus0202,Pro147,18,31.5,7.25,38.75,39.75
30-Oct-17,Inv01431,Cus0205,Pro154,25,124.75,28.69,153.44,154.44
30-Oct-17,Inv01432,Cus0205,Pro148,22,76.78,17.66,94.44,95.44
30-Oct-17,Inv01433,Cus0203,Pro146,2,3.5,0.81,4.31,5.31
30-Oct-17,Inv01434,Cus0201,Pro151,14,38.5,8.86,47.36,48.36
30-Oct-17,Inv01435,Cus0202,Pro145,17,67.83,15.6,83.43,84.43
30-Oct-17,Inv01436,Cus0205,Pro145,17,67.83,15.6,83.43,84.43
30-Oct-17,Inv01437,Cus0203,Pro149,16,68,15.64,83.64,84.64
30-Oct-17,Inv01438,Cus0205,Pro149,17,72.25,16.62,88.87,89.87
31-Oct-17,Inv01439,Cus0208,Pro153,21,146.79,33.76,180.55,181.55
31-Oct-17,Inv01440,Cus0210,Pro147,3,5.25,1.21,6.46,7.46
31-Oct-17,Inv01441,Cus0201,Pro146,21,36.75,8.45,45.2,46.2
31-Oct-17,Inv01442,Cus0207,Pro151,13,35.75,8.22,43.97,44.97
31-Oct-17,Inv01443,Cus0205,Pro152,16,23.84,5.48,29.32,30.32
31-Oct-17,Inv01444,Cus0203,Pro148,4,13.96,3.21,17.17,18.17
31-Oct-17,Inv01445,Cus0208,Pro149,27,114.75,26.39,141.14,142.14
31-Oct-17,Inv01446,Cus0206,Pro148,13,45.37,10.44,55.81,56.81
31-Oct-17,Inv01447,Cus0208,Pro148,21,73.29,16.86,90.15,91.15
31-Oct-17,Inv01448,Cus0201,Pro154,7,34.93,8.03,42.96,43.96
31-Oct-17,Inv01449,Cus0204,Pro147,5,8.75,2.01,10.76,11.76
31-Oct-17,Inv01450,Cus0210,Pro146,22,38.5,8.86,47.36,48.36
31-Oct-17,Inv01451,Cus0205,Pro145,20,79.8,18.35,98.15,99.15
31-Oct-17,Inv01452,Cus0207,Pro150,11,57.75,13.28,71.03,72.03
31-Oct-17,Inv01453,Cus0201,Pro151,2,5.5,1.27,6.77,7.77
31-Oct-17,Inv01454,Cus0210,Pro152,22,32.78,7.54,40.32,41.32
31-Oct-17,Inv01455,Cus0207,Pro151,17,46.75,10.75,57.5,58.5
31-Oct-17,Inv01456,Cus0202,Pro149,2,8.5,1.96,10.46,11.46
31-Oct-17,Inv01457,Cus0210,Pro150,18,94.5,21.74,116.24,117.24
31-Oct-17,Inv01458,Cus0207,Pro149,23,97.75,22.48,120.23,121.23
31-Oct-17,Inv01459,Cus0209,Pro154,14,69.86,16.07,85.93,86.93
31-Oct-17,Inv01460,Cus0202,Pro146,27,47.25,10.87,58.12,59.12
31-Oct-17,Inv01461,Cus0205,Pro151,27,74.25,17.08,91.33,92.33
31-Oct-17,Inv01462,Cus0210,Pro150,19,99.75,22.94,122.69,123.69
31-Oct-17,Inv01463,Cus0205,Pro150,19,99.75,22.94,122.69,123.69
31-Oct-17,Inv01464,Cus0208,Pro148,22,76.78,17.66,94.44,95.44
31-Oct-17,Inv01465,Cus0203,Pro153,2,13.98,3.22,17.2,18.2
31-Oct-17,Inv01466,Cus0206,Pro146,19,33.25,7.65,40.9,41.9
31-Oct-17,Inv01467,Cus0206,Pro152,27,40.23,9.25,49.48,50.48
31-Oct-17,Inv01468,Cus0207,Pro154,23,114.77,26.4,141.17,142.17
31-Oct-17,Inv01469,Cus0200,Pro151,17,46.75,10.75,57.5,58.5
31-Oct-17,Inv01470,Cus0209,Pro151,14,38.5,8.86,47.36,48.36
31-Oct-17,Inv01471,Cus0202,Pro152,5,7.45,1.71,9.16,10.16
31-Oct-17,Inv01472,Cus0210,Pro152,19,28.31,6.51,34.82,35.82
31-Oct-17,Inv01473,Cus0209,Pro148,15,52.35,12.04,64.39,65.39
